        24         24       8379
        25         25       1541
        25         25       2786
        25         25       3306
        25         25       4383
        25         25       4551
        25         25       4886
        25         25       5815
        25         25       7472
        25         25       7869
        25         25       8265
        25         25       8289
        25         25       9245
        26         26        161
        26         26       3309
        26         26       4083
        26         26       5366
        26         26       5768
        26         26       5968
        26         26       6275
        26         26       8719
        27         27        387
        27         27        470
        27         27       3080
        27         27       3455
        27         27       4364
        27         27       4988
        27         27       5259
        27         27       5819
        27         27       6149
        27         27       6264
        27         27       6350
        27         27       6507
        27         27       7739
        27         27       8514
        28         28       1039
        28         28       2489
        28         28       5619
        28         28       6491
        28         28       8146
        29         29        397
        29         29        570
        29         29       1380
        29         29       1949
        29         29       3403
        29         29       4107
        29         29       4228
        29         29       5281
        29         29       5328
        29         29       5602
        29         29       6562
        29         29       8491
        29         29       9329
        30         30       1881
        30         30       2883
        30         30       6209
        31         31         85
        31         31        558
        31         31        710
        31         31        748
        31         31       1606
        31         31       2509
        31         31       3453
        31         31       6176
        31         31       8298
        31         31       9470
        32         32        360
        32         32       1972
        32         32       2774
        32         32       3010
        32         32       3927
        32         32       4243
        32         32       4347
        32         32       5633
        32         32       6013
        32         32       6079
        32         32       8706
        32         32       9786
        33         33        173
        33         33       2246
        33         33       2610
        33         33       4999
        33         33       7137
        33         33       7202
        33         33       7916
        34         34         78
        34         34        416
        34         34       1092
        34         34       1113
        34         34       2517
        34         34       2979
        34         34       3233
        34         34       4373
        34         34       8227
        34         34       8784
        35         35       3160
        35         35       6309
        36         36        553
        36         36       1373
        36         36       2506
        36         36       2760
        36         36       2819
        36         36       8754
        36         36       9502
        37         37       2256
        37         37       4446
        37         37       4545
        37         37       5582
        37         37       5778
        37         37       6156
        37         37       7732
        37         37       8135
        37         37       8248
        37         37       8843
        37         37       9833
        38         38       1239
        38         38       1909
        38         38       2507
        38         38       2640
        38         38       2739
        38         38       5128
        38         38       5916
        38         38       6100
        38         38       6621
        38         38       7135
        38         38       7934
        38         38       8922
        38         38       9288
        38         38       9429
        38         38       9615
        39         39        622
        39         39       1233
        39         39       3713
        39         39       4374
        39         39       4988
        39         39       5142
        39         39       5906
        39         39       9861
        40         40       2065
        40         40       2638
        40         40       4058
        40         40       7549
        41         41       1582
        41         41       4734
        41         41       6484
        41         41       8072
        41         41       8302
        41         41       9529
        42         42       1578
        42         42       2541
        42         42       2733
        42         42       3056
        42         42       3478
        42         42       3828
        42         42       7297
        43         43       1313
        43         43       2979
        43         43       3402
        43         43       5129
        43         43       5928
        43         43       6457
        43         43       6588
        43         43       8135
        43         43       8604
        43         43       9806
        44         44       2193
        44         44       3025
        44         44       3614
        44         44       7228
        44         44       7328
        44         44       7636
        45         45        764
        45         45       3307
        45         45       5246
        45         45       5256
        45         45       5626
        45         45       5999
        45         45       6332
        45         45       8122
        45         45       8907
        45         45       9915
        46         46       1334
        46         46       1990
        46         46       2610
        46         46       4496
        46         46       4552
        46         46       5238
        46         46       5578
        46         46       6948
        46         46       7181
        46         46       7223
        46         46       8319
        46         46       8464
        46         46       9348
        46         46       9364
        46         46       9766
        46         46       9918
        47         47       2125
        47         47       2142
        47         47       2418
        47         47       3182
        47         47       3186
        47         47       4284
        47         47       4603
        47         47       4927
        47         47       5185
        47         47       6365
        47         47       6369
        47         47       6814
        47         47       7144
        47         47       7376
        48         48        144
        48         48        359
        48         48       3221
        48         48       3796
        48         48       4533
        48         48       6673
        48         48       7645
        48         48       7755
        48         48       8205
        48         48       8221
        48         48       8278
        48         48       8596
        48         48       9240
        48         48       9775
        49         49       1907
        49         49       2531
        49         49       3190
        49         49       3453
        49         49       5089
        49         49       6505
        49         49       7021
        49         49       7237
        49         49       9229
        50         50       1896
        50         50       1909
        50         50       3537
        50         50       3860
        50         50       4210
        50         50       4848
        50         50       5598
        50         50       6871
        50         50       7640
        50         50       8399
        51         51        601
        51         51        903
        51         51       2471
        51         51       3496
        51         51       3498
        51         51       3624
        51         51       3755
        51         51       4558
        51         51       8735
        51         51       8940
        52         52        756
        52         52       1666
        52         52       2347
        52         52       3136
        52         52       3227
        52         52       3620
        52         52       4071
        52         52       4446
        52         52       4945
        52         52       4947
        52         52       6668
        52         52       7604
        52         52       8225
        52         52       8844
        52         52       9048
        52         52       9348
        52         52       9502
        52         52       9574
        53         53       3531
        53         53       5405
        53         53       6550
        54         54       1321
        54         54       2920
        54         54       3062
        54         54       6314
        54         54       6325
        54         54       7323
        54         54       9384
        55         55        497
        55         55       4750
        55         55       5381
        55         55       6762
        55         55       7955
        56         56        197
        56         56        629
        56         56        718
        56         56        961
        56         56       1239
        56         56       1905
        56         56       2190
        56         56       2373
        56         56       3637
        56         56       4005
        56         56       5075
        56         56       5209
        56         56       5891
        56         56       6237
        56         56       6430
        56         56       7352
        56         56       7563
        56         56       8060
        56         56       8180
        56         56       8328
        56         56       8516
        56         56       9595
        57         57       1323
        57         57       2285
        57         57       3297
        57         57       4827
        57         57       6140
        57         57       7044
        57         57       8447
        58         58        721
        58         58       1269
        58         58       3025
        58         58       3730
        58         58       4243
        58         58       5598
        58         58       5806
        58         58       6260
        58         58       6863
        58         58       7702
        58         58       8438
        58         58       8711
        58         58       9911
        59         59       1474
        59         59       3070
        59         59       4928
        59         59       5186
        59         59       6394
        59         59       7073
        59         59       9251
        59         59       9364
        59         59       9464
        60         60         61
        60         60       3589
        60         60       4104
        60         60       4349
        60         60       6326
        60         60       6871
        60         60       7648
        60         60       9687
        61         61        272
        61         61        818
        61         61       1144
        61         61       1576
        61         61       2163
        61         61       2434
        61         61       3117
        61         61       4876
        61         61       5023
        61         61       5694
        61         61       5800
        61         61       7141
        61         61       7904
        61         61       9455
        61         61       9784
        62         62        189
        62         62        242
        62         62        834
        62         62       1713
        62         62       2563
        62         62       5059
        62         62       6249
        62         62       7346
        62         62       7391
        62         62       8019
        62         62       8608
        62         62       9167
        62         62       9556
        62         62       9766
        63         63        592
        63         63        871
        63         63       1184
        63         63       2912
        63         63       3496
        63         63       4306
        63         63       4792
        63         63       7654
        63         63       7927
        64         64        170
        64         64       1247
        64         64       4808
        64         64       4904
        64         64       4922
        64         64       5526
        64         64       6505
        64         64       7829
        64         64       9292
        65         65        334
        65         65        527
        65         65       1027
        65         65       1222
        65         65       4191
        65         65       4646
        65         65       6731
        65         65       8096
        65         65       9800
        66         66       1265
        66         66       2465
        66         66       2839
        66         66       3603
        66         66       6762
        66         66       8249
        67         67       3569
        67         67       3613
        67         67       3831
        67         67       4867
        67         67       7057
        67         67       8563
        67         67       8854
        67         67       9349
        68         68         51
        68         68        559
        68         68       7313
        68         68       7411
        68         68       7447
        68         68       7685
        69         69        307
        69         69       1205
        69         69       1326
        69         69       1672
        69         69       2451
        69         69       2635
        69         69       3380
        69         69       3441
        69         69       4062
        69         69       4069
        69         69       6938
        69         69       7793
        69         69       8485
        69         69       9127
        69         69       9686
        70         70       1425
        70         70       2195
        70         70       2343
        70         70       2810
        70         70       3460
        70         70       4058
        70         70       4628
        70         70       4911
        70         70       5519
        70         70       7547
        70         70       7977
        70         70       7988
        70         70       8158
        70         70       8184
        70         70       8622
        70         70       9553
        70         70       9870
        71         71       1286
        71         71       3768
        71         71       4583
        71         71       8011
        72         72        530
        72         72        631
        72         72        815
        72         72       1338
        72         72       1651
        72         72       1689
        72         72       2201
        72         72       2274
        72         72       6161
        72         72       7656
        72         72       7772
        72         72       7892
        72         72       9961
        73         73        956
        73         73       1329
        73         73       1461
        73         73       2957
        73         73       3114
        73         73       3792
        73         73       3927
        73         73       5682
        73         73       8826
        73         73       9151
        74         74       1414
        74         74       2355
        74         74       3343
        74         74       5558
        74         74       6747
        74         74       7305
        74         74       9550
        75         75        863
        75         75       1190
        75         75       1558
        75         75       1576
        75         75       2625
        75         75       3117
        75         75       4306
        75         75       4876
        75         75       7700
        75         75       8128
        75         75       8342
        76         76         43
        76         76       1590
        76         76       3388
        76         76       3856
        76         76       4425
        76         76       4876
        76         76       6068
        77         77        814
        77         77       1427
        77         77       1468
        77         77       1529
        77         77       2022
        77         77       2377
        77         77       2528
        77         77       3380
        77         77       4002
        77         77       5427
        77         77       6025
        77         77       6111
        77         77       7100
        78         78       2010
        78         78       2371
        78         78       2618
        78         78       2647
        78         78       3569
        78         78       7915
        78         78       8397
        78         78       9408
        79         79       3111
        79         79       5327
        79         79       8659
        79         79       8682
        79         79       8895
        79         79       9878
        80         80       2763
        80         80       3532
        80         80       4752
        80         80       4922
        80         80       5186
        80         80       5452
        80         80       7447
        80         80       9372
        80         80       9502
        80         80       9650
        80         80       9974
        81         81       4012
        81         81       4294
        81         81       5582
        81         81       8095
        81         81       8333
        81         81       8487
        81         81       9276
        81         81       9381
        81         81       9608
        81         81       9997
        82         82        169
        82         82       1185
        82         82       1229
        82         82       1670
        82         82       2088
        82         82       3649
        82         82       9514
        83         83       2112
        83         83       3270
        83         83       4245
        83         83       4458
        83         83       5798
        83         83       9141
        83         83       9806
        84         84        147
        84         84        409
        84         84       1381
        84         84       2145
        84         84       3154
        84         84       3728
        84         84       4078
        84         84       6810
        84         84       7317
        84         84       7325
        84         84       7605
        84         84       7721
        84         84       7765
        84         84       8023
        84         84       9161
        84         84       9743
        85         85       1762
        85         85       2211
        85         85       3186
        85         85       3815
        85         85       3948
        85         85       4589
        85         85       6810
        85         85       6831
        85         85       7367
        85         85       9464
        86         86        474
        86         86        775
        86         86       1881
        86         86       2046
        86         86       2227
        86         86       2339
        86         86       3214
        86         86       5397
        86         86       7014
        86         86       7403
        86         86       8122
        86         86       9440
        86         86       9768
        87         87       1753
        87         87       2822
        87         87       3747
        87         87       4467
        87         87       6084
        87         87       6379
        87         87       7759
        87         87       9118
        87         87       9556
        87         87       9559
        88         88        625
        88         88       2012
        88         88       3371
        88         88       3744
        88         88       4219
        88         88       4417
        88         88       4946
        88         88       5018
        88         88       6103
        88         88       6363
        88         88       6757
        88         88       7009
        88         88       8578
        88         88       9729
        89         89        605
        89         89       1266
        89         89       1458
        89         89       5150
        89         89       6476
        89         89       7602
        90         90       1841
        90         90       2104
        90         90       3008
        90         90       3121
        90         90       3259
        90         90       3496
        90         90       3996
        90         90       4999
        90         90       6629
        90         90       7067
        90         90       8052
        90         90       8330
        90         90       9517
        91         91         49
        91         91       1217
        91         91       3594
        91         91       5225
        91         91       5285
        91         91       7249
        91         91       9832
        92         92        238
        92         92        315
        92         92        974
        92         92       1336
        92         92       3396
        92         92       3650
        92         92       4090
        92         92       4329
        92         92       4742
        92         92       5150
        92         92       5452
        92         92       5531
        92         92       5842
        92         92       5876
        92         92       6008
        92         92       6013
        92         92       6096
        92         92       6172
        92         92       6209
        92         92       6422
        92         92       7047
        92         92       9905
        93         93        286
        93         93       1396
        93         93       2241
        93         93       2445
        93         93       2852
        93         93       3192
        93         93       3789
        93         93       4395
        93         93       4429
        93         93       5211
        93         93       7066
        93         93       8205
        93         93       9023
        93         93       9205
        93         93       9664
        94         94        298
        94         94       2289
        94         94       2373
        94         94       2590
        94         94       2665
        94         94       3816
        94         94       3831
        94         94       4929
        94         94       5309
        94         94       7152
        94         94       7565
        94         94       8716
        94         94       8881
        94         94       9167
        94         94       9625
        95         95        676
        95         95       1281
        95         95       2075
        95         95       5206
        95         95       5876
        95         95       7576
        95         95       8700
        95         95       9854
        96         96        854
        96         96       1930
        96         96       2104
        96         96       2158
        96         96       3290
        96         96       3828
        96         96       9442
        96         96       9957
        97         97        205
        97         97        578
        97         97        644
        97         97       1021
        97         97       1596
        97         97       1882
        97         97       3066
        97         97       3356
        97         97       4373
        97         97       4398
        97         97       4587
        97         97       4988
        97         97       5793
        97         97       6403
        97         97       7991
        98         98        604
        98         98       1327
        98         98       1336
        98         98       2496
        98         98       2790
        98         98       4008
        98         98       4103
        98         98       9048
        98         98       9151
        99         99       1273
        99         99       1545
        99         99       2953
        99         99       3481
        99         99       4570
        99         99       5036
        99         99       6120
        99         99       6161
        99         99       7409
        99         99       7507
        99         99       8531
        99         99       8999
       100        100        423
       100        100       1816
       100        100       2085
       100        100       2209
       100        100       2877
       100        100       3098
       100        100       3993
       100        100       5854
       100        100       5934
       100        100       7655
       101        101        543
       101        101        734
       101        101       6522
       101        101       6863
       101        101       7101
       101        101       7390
       101        101       8486
       101        101       8796
       101        101       8865
       101        101       8997
       101        101       9204
       101        101       9786
       102        102        306
       102        102       1265
       102        102       3064
       102        102       3642
       102        102       4763
       102        102       4980
       102        102       5832
       102        102       7764
       102        102       8020
       102        102       8249
       102        102       9876
       103        103         38
       103        103        334
       103        103        527
       103        103       1027
       103        103       2599
       103        103       4595
       103        103       6949
       103        103       7348
       103        103       7941
       103        103       8813
       103        103       9484
       104        104        399
       104        104       1186
       104        104       1451
       104        104       2623
       104        104       3192
       104        104       3669
       104        104       4377
       104        104       4732
       104        104       5335
       104        104       5356
       104        104       6694
       104        104       7847
       104        104       7922
       104        104       8562
       104        104       9062
       105        105        366
       105        105        368
       105        105        397
       105        105       1648
       105        105       2201
       105        105       2309
       105        105       2888
       105        105       5193
       105        105       6444
       105        105       6904
       105        105       7371
       105        105       8200
       105        105       8852
       106        106        607
       106        106       2260
       106        106       2284
       106        106       3676
       106        106       5648
       106        106       6757
       106        106       6913
       106        106       7414
       107        107        132
       107        107        368
       107        107       2401
       107        107       3036
       107        107       3186
       107        107       3555
       107        107       3702
       107        107       3869
       107        107       4448
       107        107       6394
       107        107       7480
       107        107       8115
       107        107       8603
       107        107       9253
       107        107       9996
       108        108       1373
       108        108       2467
       108        108       3920
       108        108       3985
       108        108       5072
       108        108       8278
       108        108       9799
       109        109       2083
       109        109       3160
       109        109       7141
       109        109       9157
       110        110        471
       110        110        539
       110        110       2164
       110        110       2180
       110        110       2535
       110        110       2916
       110        110       4070
       110        110       4383
       110        110       4987
       110        110       6997
       110        110       7104
       110        110       7823
       110        110       9701
       110        110       9707
       111        111        604
       111        111       1327
       111        111       2155
       111        111       2496
       111        111       2980
       111        111       3642
       111        111       4103
       111        111       4159
       111        111       4552
       111        111       6533
       111        111       6914
       111        111       7378
       111        111       7829
       111        111       8758
       111        111       9304
       111        111       9527
       112        112        654
       112        112        694
       112        112       1092
       112        112       1181
       112        112       1190
       112        112       1246
       112        112       1300
       112        112       1836
       112        112       1903
       112        112       2561
       112        112       3022
       112        112       5206
       112        112       5840
       112        112       5858
       112        112       6524
       112        112       7138
       112        112       7451
       112        112       7558
       112        112       9432
       113        113        559
       113        113        811
       113        113       1540
       113        113       3140
       113        113       3722
       113        113       6197
       113        113       6435
       113        113       6620
       113        113       8297
       113        113       8510
       113        113       8968
       113        113       9405
       114        114        123
       114        114       2595
       114        114       3341
       114        114       3650
       114        114       8109
       114        114       8967
       114        114       9563
       114        114       9701
       115        115        414
       115        115       5859
       115        115       6003
       115        115       6111
       115        115       6774
       115        115       7414
       115        115       8404
       115        115       9938
       116        116       1454
       116        116       2223
       116        116       3721
       116        116       5126
       116        116       5321
       116        116       5531
       116        116       6136
       116        116       8227
       117        117       1425
       117        117       4388
       117        117       6172
       117        117       8861
       117        117       9806
       118        118        669
       118        118       1354
       118        118       3557
       118        118       4323
       118        118       5053
       118        118       5202
       118        118       8242
       118        118       9024
       119        119       1259
       119        119       2580
       119        119       3059
       119        119       3252
       119        119       3484
       119        119       4238
       119        119       4773
       119        119       7532
       119        119       7698
       119        119       8151
       120        120       2739
       120        120       3550
       120        120       3796
       120        120       3946
       120        120       5066
       120        120       8538
       120        120       9598
       120        120       9843
       121        121       1455
       121        121       1664
       121        121       1798
       121        121       2526
       121        121       3013
       121        121       3119
       121        121       4107
       121        121       4494
       121        121       4989
       121        121       5886
       121        121       6206
       121        121       6744
       121        121       8021
       121        121       8717
       121        121       8774
       121        121       8946
       121        121       9970
       122        122         26
       122        122        420
       122        122        930
       122        122       1226
       122        122       1321
       122        122       5473
       122        122       7901
       123        123        601
       123        123       1628
       123        123       1693
       123        123       2432
       123        123       2513
       123        123       3286
       123        123       3985
       123        123       4033
       123        123       6214
       123        123       7359
       123        123       7581
       123        123       7666
       123        123       7916
       123        123       9558
       123        123       9800
       123        123       9900
       124        124       4975
       124        124       5006
       124        124       5797
       124        124       6293
       124        124       7137
       124        124       7532
       125        125        116
       125        125        157
       125        125        570
       125        125       2060
       125        125       2076
       125        125       3856
       125        125       5859
       125        125       5976
       125        125       9251
       125        125       9658
       126        126       1608
       126        126       4491
       126        126       4833
       126        126       5414
       126        126       7234
       126        126       7317
       126        126       7732
       126        126       9905
       127        127       2228
       127        127       3011
       127        127       7184
       127        127       7963
       127        127       9222
       128        128        775
       128        128       1002
       128        128       1524
       128        128       2290
       128        128       2385
       128        128       3747
       128        128       3765
       128        128       3987
       128        128       4041
       128        128       5994
       128        128       6937
       128        128       7872
       128        128       9440
       129        129       1234
       129        129       1335
       129        129       1411
       129        129       3390
       129        129       4685
       129        129       6821
       129        129       6895
       129        129       9871
       130        130         55
       130        130        137
       130        130        555
       130        130       2149
       130        130       2341
       130        130       2858
       130        130       5492
       130        130       8345
       130        130       8615
       130        130       9770
       131        131        709
       131        131        750
       131        131       1508
       131        131       1804
       131        131       2392
